z,v
𮔔,14
𮔕,13
𮔖,13
𮔗,14
𮔘,14
𮔙,14
𮔚,13
𮔛,14
𮔜,13
𮔝,14
𮔞,15
𮔟,14
𮔠,15
𮔡,15
𮔢,15
𮔣,15
𮔤,15
𮔥,15
𮔦,14
𮔧,15
𮔨,16
𮔩,16
𮔪,16
𮔫,16
𮔬,15
𮔭,16
𮔮,16
𮔯,16
𮔰,16
𮔱,16
𮔲,16
𮔳,17
𮔴,16
𮔵,17
𮔶,17
𮔷,17
𮔸,17
𮔹,17
𮔺,17
𮔻,18
𮔼,18
𮔽,18
𮔾,18
𮔿,18
𮕀,18
𮕁,18
𮕂,18
𮕃,19
𮕄,19
𮕅,19
𮕆,18
𮕇,19
𮕈,20
𮕉,20
𮕊,20
𮕋,20
𮕌,21
𮕍,21
𮕎,22
𮕏,21
𮕐,21
𮕑,21
𮕒,22
𮕓,22
𮕔,23
𮕕,23
𮕖,23
𮕗,24
𮕘,24
𮕙,24
𮕚,26
𮕛,28
𮕜,7
𮕝,8
𮕞,11
𮕟,11
𮕠,12
𮕡,20
𮕢,9
𮕣,13
𮕤,6
𮕥,7
𮕦,8
𮕧,7
𮕨,8
𮕩,10
𮕪,10
𮕫,10
𮕬,9
𮕭,9
𮕮,10
𮕯,9
𮕰,9
𮕱,11
𮕲,10
𮕳,10
𮕴,10
𮕵,11
𮕶,10
𮕷,11
𮕸,10
𮕹,12
𮕺,12
𮕻,12
𮕼,11
𮕽,11
𮕾,11
𮕿,11
𮖀,11
𮖁,12
𮖂,12
𮖃,12
𮖄,13
𮖅,12
𮖆,12
𮖇,13
𮖈,13
𮖉,12
𮖊,13
𮖋,13
𮖌,12
𮖍,12
𮖎,13
𮖏,12
𮖐,14
𮖑,14
𮖒,14
𮖓,13
𮖔,15
𮖕,14
𮖖,15
𮖗,14
𮖘,14
𮖙,14
𮖚,15
𮖛,15
𮖜,13
𮖝,14
𮖞,14
𮖟,15
𮖠,15
𮖡,14
𮖢,16
𮖣,15
𮖤,15
𮖥,16
𮖦,14
𮖧,15
𮖨,15
𮖩,15
𮖪,15
𮖫,16
𮖬,17
𮖭,17
𮖮,16
𮖯,17
𮖰,17
𮖱,17
𮖲,17
𮖳,17
𮖴,17
𮖵,17
𮖶,18
𮖷,18
𮖸,18
𮖹,18
𮖺,16
𮖻,19
𮖼,19
𮖽,20
𮖾,19
𮖿,11
𮗀,11
𮗁,12
𮗂,12
𮗃,12
𮗄,14
𮗅,15
𮗆,14
𮗇,18
𮗈,20
𮗉,21
𮗊,22
𮗋,24
𮗌,25
𮗍,11
𮗎,12
𮗏,13
𮗐,13
𮗑,13
𮗒,14
𮗓,14
𮗔,14
𮗕,15
𮗖,15
𮗗,15
𮗘,16
𮗙,16
𮗚,19
𮗛,18
𮗜,18
𮗝,19
𮗞,20
𮗟,8
𮗠,8
𮗡,11
𮗢,10
𮗣,11
𮗤,11
𮗥,11
𮗦,11
𮗧,10
𮗨,11
𮗩,11
𮗪,12
𮗫,13
𮗬,13
𮗭,13
𮗮,13
𮗯,13
𮗰,14
𮗱,13
𮗲,13
𮗳,16
𮗴,16
𮗵,17
𮗶,19
𮗷,9
𮗸,9
𮗹,10
𮗺,10
𮗻,11
𮗼,11
𮗽,11
𮗾,11
𮗿,12
𮘀,12
𮘁,12
𮘂,12
𮘃,12
𮘄,12
𮘅,12
𮘆,12
𮘇,12
𮘈,13
𮘉,13
𮘊,13
𮘋,13
𮘌,13
𮘍,13
𮘎,13
𮘏,14
𮘐,14
𮘑,14
𮘒,14
𮘓,14
𮘔,13
𮘕,14
𮘖,14
𮘗,15
𮘘,15
𮘙,15
𮘚,15
𮘛,15
𮘜,15
𮘝,15
𮘞,15
𮘟,15
𮘠,15
𮘡,15
𮘢,16
𮘣,15
𮘤,16
𮘥,16
𮘦,16
𮘧,16
𮘨,16
𮘩,16
𮘪,16
𮘫,17
𮘬,17
𮘭,17
𮘮,17
𮘯,17
𮘰,18
𮘱,18
𮘲,18
𮘳,18
𮘴,18
𮘵,18
𮘶,18
𮘷,18
𮘸,18
𮘹,19
𮘺,18
𮘻,19
𮘼,19
𮘽,19
𮘾,20
𮘿,20
𮙀,20
𮙁,20
𮙂,19
𮙃,21
𮙄,21
𮙅,22
𮙆,22
𮙇,23
𮙈,24
𮙉,9
𮙊,14
𮙋,17
𮙌,11
𮙍,13
𮙎,14
𮙏,15
𮙐,16
𮙑,19
𮙒,12
𮙓,14
𮙔,14
𮙕,16
𮙖,18
𮙗,19
𮙘,21
𮙙,22
𮙚,9
𮙛,11
𮙜,12
𮙝,12
𮙞,12
𮙟,13
𮙠,13
𮙡,16
𮙢,16
𮙣,16
𮙤,19
𮙥,9
𮙦,11
𮙧,11
𮙨,12
𮙩,12
𮙪,14
𮙫,16
𮙬,19
𮙭,9
𮙮,10
𮙯,10
𮙰,10
𮙱,10
𮙲,11
𮙳,11
𮙴,11
𮙵,11
𮙶,11
𮙷,11
𮙸,11
𮙹,12
𮙺,12
𮙻,12
𮙼,12
𮙽,12
𮙾,12
𮙿,12
𮚀,12
𮚁,13
𮚂,13
𮚃,13
𮚄,13
𮚅,14
𮚆,14
𮚇,14
𮚈,14
𮚉,14
𮚊,14
𮚋,15
𮚌,15
𮚍,15
𮚎,15
𮚏,15
𮚐,15
𮚑,15
𮚒,15
𮚓,15
𮚔,15
𮚕,16
𮚖,16
𮚗,16
𮚘,16
𮚙,16
𮚚,17
𮚛,16
𮚜,17
𮚝,17
𮚞,18
𮚟,17
𮚠,18
𮚡,19
𮚢,19
𮚣,19
𮚤,19
𮚥,18
𮚦,19
𮚧,20
𮚨,20
𮚩,20
𮚪,21
𮚫,21
𮚬,22
𮚭,22
𮚮,26
𮚯,27
𮚰,27
𮚱,16
𮚲,8
𮚳,10
𮚴,11
𮚵,11
𮚶,12
𮚷,12
𮚸,13
𮚹,13
𮚺,14
𮚻,14
𮚼,16
𮚽,17
𮚾,17
𮚿,19
𮛀,21
𮛁,8
𮛂,9
𮛃,10
𮛄,10
𮛅,10
𮛆,10
𮛇,10
𮛈,10
𮛉,11
𮛊,11
𮛋,11
𮛌,11
𮛍,11
𮛎,11
𮛏,12
𮛐,12
𮛑,12
𮛒,12
𮛓,12
𮛔,12
𮛕,12
𮛖,12
𮛗,13
𮛘,13
𮛙,14
𮛚,14
𮛛,14
𮛜,14
𮛝,14
𮛞,14
𮛟,14
𮛠,15
𮛡,15
𮛢,15
𮛣,15
𮛤,15
𮛥,15
𮛦,15
𮛧,15
𮛨,15
𮛩,15
𮛪,15
𮛫,15
𮛬,15
𮛭,15
𮛮,15
𮛯,16
𮛰,16
𮛱,16
𮛲,16
𮛳,16
𮛴,16
𮛵,16
𮛶,16
𮛷,16
𮛸,16
𮛹,16
𮛺,16
𮛻,16
𮛼,16
𮛽,16
𮛾,16
𮛿,16
𮜀,17
𮜁,17
𮜂,17
𮜃,17
𮜄,17
𮜅,17
𮜆,17
𮜇,17
𮜈,17
𮜉,18
𮜊,18
𮜋,18
𮜌,17
𮜍,18
𮜎,18
𮜏,18
𮜐,17
𮜑,18
𮜒,18
𮜓,18
𮜔,19
𮜕,19
𮜖,19
𮜗,19
𮜘,19
𮜙,20
𮜚,20
𮜛,20
𮜜,21
𮜝,20
𮜞,21
𮜟,21
𮜠,22
𮜡,21
𮜢,22
𮜣,21
𮜤,21
𮜥,22
𮜦,23
𮜧,23
𮜨,21
𮜩,23
𮜪,23
𮜫,23
𮜬,24
𮜭,26
𮜮,10
𮜯,11
𮜰,12
𮜱,13
𮜲,13
𮜳,13
𮜴,13
𮜵,13
𮜶,14
𮜷,14
𮜸,14
𮜹,14
𮜺,19
𮜻,20
𮜼,20
𮜽,23
𮜾,24
𮜿,10
𮝀,11
𮝁,11
𮝂,11
𮝃,11
𮝄,11
𮝅,11
𮝆,12
𮝇,12
𮝈,12
𮝉,12
𮝊,12
𮝋,12
𮝌,12
𮝍,13
𮝎,13
𮝏,13
𮝐,13
𮝑,13
𮝒,14
𮝓,14
𮝔,15
𮝕,15
𮝖,15
𮝗,15
𮝘,15
𮝙,15
𮝚,15
𮝛,15
𮝜,15
𮝝,16
𮝞,16
𮝟,16
𮝠,17
𮝡,17
𮝢,17
𮝣,18
𮝤,18
𮝥,18
𮝦,19
𮝧,19
𮝨,19
𮝩,20
𮝪,20
𮝫,18
𮝬,21
𮝭,21
𮝮,20
𮝯,22
𮝰,22
𮝱,22
𮝲,22
𮝳,8
𮝴,9
𮝵,10
𮝶,11
𮝷,13
𮝸,13
𮝹,17
𮝺,16
𮝻,14
𮝼,15
𮝽,18
𮝾,8
𮝿,17
𮞀,16
𮞁,6
𮞂,6
𮞃,6
𮞄,7
𮞅,7
𮞆,8
𮞇,8
𮞈,8
𮞉,8
𮞊,8
𮞋,8
𮞌,8
𮞍,8
𮞎,8
𮞏,9
𮞐,9
𮞑,9
𮞒,10
𮞓,10
𮞔,10
𮞕,10
𮞖,11
𮞗,11
𮞘,11
𮞙,11
𮞚,11
𮞛,11
𮞜,11
𮞝,11
𮞞,10
𮞟,10
𮞠,10
𮞡,11
𮞢,11
𮞣,11
𮞤,11
𮞥,11
𮞦,12
𮞧,11
𮞨,11
𮞩,12
𮞪,12
𮞫,11
𮞬,12
𮞭,12
𮞮,12
𮞯,12
𮞰,12
𮞱,11
𮞲,12
𮞳,14
𮞴,12
𮞵,12
𮞶,13
𮞷,13
𮞸,13
𮞹,13
𮞺,13
𮞻,13
𮞼,13
𮞽,14
𮞾,14
𮞿,14
𮟀,14
𮟁,14
𮟂,14
𮟃,14
𮟄,14
𮟅,14
𮟆,14
𮟇,14
𮟈,14
𮟉,15
𮟊,15
𮟋,14
𮟌,15
𮟍,15
𮟎,15
𮟏,15
𮟐,16
𮟑,16
𮟒,16
𮟓,16
𮟔,16
𮟕,15
𮟖,16
𮟗,16
𮟘,17
𮟙,17
𮟚,17
𮟛,16
𮟜,17
𮟝,18
𮟞,18
𮟟,18
𮟠,18
𮟡,18
𮟢,19
𮟣,19
𮟤,20
𮟥,20
𮟦,20
𮟧,21
𮟨,24
𮟩,25
𮟪,6
𮟫,6
𮟬,7
𮟭,7
𮟮,7
𮟯,8
𮟰,8
𮟱,8
𮟲,8
𮟳,8
𮟴,8
𮟵,8
𮟶,12
𮟷,9
𮟸,9
𮟹,13
𮟺,13
𮟻,10
𮟼,10
𮟽,11
𮟾,15
𮟿,11
𮠀,12
𮠁,12
𮠂,12
𮠃,17
𮠄,13
𮠅,17
𮠆,14
𮠇,15
𮠈,15
𮠉,15
𮠊,15
𮠋,16
𮠌,16
𮠍,16
𮠎,16
𮠏,21
𮠐,18
𮠑,18
𮠒,18
𮠓,20
𮠔,21
𮠕,8
𮠖,9
𮠗,9
𮠘,10
𮠙,10
𮠚,10
𮠛,11
𮠜,11
𮠝,11
𮠞,11
𮠟,11
𮠠,11
𮠡,12
𮠢,12
𮠣,12
𮠤,12
𮠥,13
𮠦,13
𮠧,13
𮠨,13
𮠩,13
𮠪,13
𮠫,14
𮠬,14
𮠭,14
𮠮,15
𮠯,14
𮠰,15
𮠱,15
𮠲,15
𮠳,15
𮠴,15
𮠵,16
𮠶,15
𮠷,16
𮠸,16
𮠹,16
𮠺,16
𮠻,16
𮠼,17
𮠽,18
𮠾,18
𮠿,18
𮡀,17
𮡁,19
𮡂,18
𮡃,19
𮡄,19
𮡅,20
𮡆,20
𮡇,21
𮡈,20
𮡉,21
𮡊,21
𮡋,20
𮡌,22
𮡍,23
𮡎,10
𮡏,11
𮡐,16
𮡑,18
𮡒,11
𮡓,12
𮡔,13
𮡕,13
𮡖,13
𮡗,14
𮡘,14
𮡙,15
𮡚,16
𮡛,18
𮡜,18
𮡝,19
𮡞,20
𮡟,20
𮡠,20
𮡡,19
𮡢,20
𮡣,24
𮡤,11
𮡥,11
𮡦,11
𮡧,12
𮡨,12
𮡩,12
𮡪,12
𮡫,12
𮡬,12
𮡭,12
𮡮,13
𮡯,13
𮡰,13
𮡱,14
𮡲,14
𮡳,13
𮡴,14
𮡵,14
𮡶,14
𮡷,14
𮡸,15
𮡹,15
𮡺,15
𮡻,14
𮡼,15
𮡽,15
𮡾,14
𮡿,15
𮢀,15
𮢁,15
𮢂,16
𮢃,16
𮢄,16
𮢅,16
𮢆,16
𮢇,16
𮢈,15
𮢉,16
𮢊,16
𮢋,16
𮢌,16
𮢍,16
𮢎,16
𮢏,16
𮢐,15
𮢑,16
𮢒,16
𮢓,16
𮢔,16
𮢕,16
𮢖,16
𮢗,16
𮢘,16
𮢙,17
𮢚,17
𮢛,17
𮢜,17
𮢝,17
𮢞,17
𮢟,17
𮢠,17
𮢡,17
𮢢,17
𮢣,17
𮢤,17
𮢥,17
𮢦,17
𮢧,17
𮢨,18
𮢩,18
𮢪,18
𮢫,18
𮢬,18
𮢭,17
𮢮,18
𮢯,18
𮢰,18
𮢱,17
𮢲,18
𮢳,18
𮢴,18
𮢵,19
𮢶,19
𮢷,19
𮢸,19
𮢹,19
𮢺,19
𮢻,19
𮢼,19
𮢽,18
𮢾,20
𮢿,20
𮣀,20
𮣁,20
𮣂,20
𮣃,20
𮣄,20
𮣅,20
𮣆,20
𮣇,20
𮣈,20
𮣉,20
𮣊,20
𮣋,20
𮣌,20
𮣍,20
𮣎,20
𮣏,21
𮣐,21
𮣑,21
𮣒,21
𮣓,21
𮣔,20
𮣕,21
𮣖,21
𮣗,20
𮣘,21
𮣙,22
𮣚,23
𮣛,22
𮣜,22
𮣝,22
𮣞,23
𮣟,23
𮣠,23
𮣡,22
𮣢,22
𮣣,23
𮣤,23
𮣥,23
𮣦,24
𮣧,23
𮣨,24
𮣩,24
𮣪,24
𮣫,25
𮣬,26
𮣭,26
𮣮,26
𮣯,28
𮣰,32
𮣱,41
𮣲,8
𮣳,9
𮣴,11
𮣵,13
𮣶,15
𮣷,18
𮣸,10
𮣹,11
𮣺,11
𮣻,13
𮣼,13
𮣽,13
𮣾,14
𮣿,14
𮤀,14
𮤁,15
𮤂,17
𮤃,18
𮤄,18
𮤅,19
𮤆,20
𮤇,11
𮤈,12
𮤉,12
𮤊,13
𮤋,13
𮤌,12
𮤍,13
𮤎,14
𮤏,14
𮤐,15
𮤑,16
𮤒,16
𮤓,15
𮤔,16
𮤕,15
𮤖,16
𮤗,17
𮤘,17
𮤙,16
𮤚,17
𮤛,16
𮤜,18
𮤝,18
𮤞,17
𮤟,19
𮤠,19
𮤡,19
𮤢,20
𮤣,20
𮤤,20
𮤥,21
𮤦,21
𮤧,21
𮤨,21
𮤩,24
𮤪,25
𮤫,5
𮤬,6
𮤭,6
𮤮,7
𮤯,7
𮤰,7
𮤱,8
𮤲,8
𮤳,9
𮤴,11
𮤵,11
𮤶,11
𮤷,12
𮤸,15
𮤹,6
𮤺,7
𮤻,7
𮤼,8
𮤽,8
𮤾,8
𮤿,8
𮥀,9
𮥁,9
𮥂,9
𮥃,14
𮥄,9
𮥅,9
𮥆,10
𮥇,10
𮥈,10
𮥉,10
𮥊,10
𮥋,9
𮥌,11
𮥍,11
𮥎,11
𮥏,11
𮥐,11
𮥑,11
𮥒,12
𮥓,13
𮥔,13
𮥕,13
𮥖,13
𮥗,12
𮥘,13
𮥙,13
𮥚,13
𮥛,13
𮥜,19
𮥝,14
𮥞,14
𮥟,14
𮥠,15
𮥡,15
𮥢,15
𮥣,15
𮥤,15
𮥥,16
𮥦,16
𮥧,16
𮥨,16
𮥩,16
𮥪,15
𮥫,17
𮥬,17
𮥭,17
𮥮,17
𮥯,18
𮥰,19
𮥱,20
𮥲,23
𮥳,24
𮥴,9
𮥵,17
𮥶,11
𮥷,12
𮥸,12
𮥹,12
𮥺,12
𮥻,13
𮥼,15
𮥽,16
𮥾,16
𮥿,16
𮦀,17
𮦁,18
𮦂,24
𮦃,25
𮦄,6
𮦅,11
𮦆,12
𮦇,12
𮦈,12
𮦉,12
𮦊,13
𮦋,13
𮦌,13
𮦍,13
𮦎,14
𮦏,14
𮦐,15
𮦑,15
𮦒,15
𮦓,15
𮦔,16
𮦕,16
𮦖,16
𮦗,16
𮦘,16
𮦙,16
𮦚,16
𮦛,16
𮦜,17
𮦝,16
𮦞,17
𮦟,17
𮦠,17
𮦡,17
𮦢,17
𮦣,17
𮦤,17
𮦥,17
𮦦,18
𮦧,17
𮦨,18
𮦩,18
𮦪,18
𮦫,18
𮦬,19
𮦭,20
𮦮,19
𮦯,20
𮦰,20
𮦱,20
𮦲,20
𮦳,21
𮦴,21
𮦵,21
𮦶,21
𮦷,22
𮦸,22
𮦹,22
𮦺,22
𮦻,22
𮦼,23
𮦽,24
𮦾,25
𮦿,26
𮧀,27
𮧁,27
𮧂,30
𮧃,13
𮧄,12
𮧅,13
𮧆,13
𮧇,14
𮧈,23
𮧉,12
𮧊,14
𮧋,14
𮧌,15
𮧍,16
𮧎,17
𮧏,18
𮧐,20
𮧑,21
𮧒,21
𮧓,8
𮧔,13
𮧕,14
𮧖,14
𮧗,14
𮧘,15
𮧙,15
𮧚,16
𮧛,16
𮧜,15
𮧝,16
𮧞,17
𮧟,18
𮧠,18
𮧡,18
𮧢,18
𮧣,19
𮧤,19
𮧥,19
𮧦,20
𮧧,20
𮧨,19
𮧩,19
𮧪,21
𮧫,21
𮧬,21
𮧭,22
𮧮,10
𮧯,9
𮧰,9
𮧱,15
𮧲,18
𮧳,21
𮧴,8
𮧵,10
𮧶,12
𮧷,12
𮧸,14
𮧹,15
𮧺,15
𮧻,16
𮧼,19
𮧽,19
𮧾,20
𮧿,22
𮨀,13
𮨁,13
𮨂,13
𮨃,14
𮨄,14
𮨅,14
𮨆,14
𮨇,15
𮨈,15
𮨉,15
𮨊,15
𮨋,16
𮨌,16
𮨍,17
𮨎,17
𮨏,17
𮨐,17
𮨑,17
𮨒,17
𮨓,17
𮨔,17
𮨕,18
𮨖,18
𮨗,19
𮨘,19
𮨙,19
𮨚,19
𮨛,19
𮨜,20
𮨝,20
𮨞,21
𮨟,21
𮨠,21
𮨡,22
𮨢,24
𮨣,24
𮨤,24
𮨥,25
𮨦,11
𮨧,13
𮨨,14
𮨩,15
𮨪,15
𮨫,15
𮨬,16
𮨭,17
𮨮,17
𮨯,17
𮨰,19
𮨱,20
𮨲,22
𮨳,27
𮨴,12
𮨵,15
𮨶,8
𮨷,12
𮨸,11
𮨹,14
𮨺,14
𮨻,13
𮨼,14
𮨽,17
𮨾,17
𮨿,16
𮩀,17
𮩁,17
𮩂,17
𮩃,17
𮩄,18
𮩅,17
𮩆,18
𮩇,17
𮩈,18
𮩉,18
𮩊,18
𮩋,19
𮩌,19
𮩍,20
𮩎,19
𮩏,19
𮩐,20
𮩑,22
𮩒,21
𮩓,21
𮩔,21
𮩕,22
𮩖,22
𮩗,23
𮩘,23
𮩙,24
𮩚,26
𮩛,9
𮩜,8
𮩝,12
𮩞,15
𮩟,12
𮩠,14
𮩡,15
𮩢,16
𮩣,16
𮩤,17
𮩥,18
𮩦,18
𮩧,15
𮩨,15
𮩩,17
𮩪,17
𮩫,19
𮩬,19
𮩭,20
𮩮,20
𮩯,22
𮩰,21
𮩱,23
𮩲,12
𮩳,13
𮩴,9
𮩵,9
𮩶,13
𮩷,14
𮩸,10
𮩹,14
𮩺,15
𮩻,15
𮩼,15
𮩽,15
𮩾,16
𮩿,16
𮪀,16
𮪁,16
𮪂,16
𮪃,16
𮪄,16
𮪅,17
𮪆,17
𮪇,17
𮪈,18
𮪉,18
𮪊,18
𮪋,18
𮪌,18
𮪍,19
𮪎,19
𮪏,19
𮪐,19
𮪑,19
𮪒,18
𮪓,19
𮪔,19
𮪕,20
𮪖,21
𮪗,21
𮪘,21
𮪙,21
𮪚,23
𮪛,24
𮪜,25
𮪝,26
𮪞,26
𮪟,27
𮪠,28
𮪡,10
𮪢,10
𮪣,12
𮪤,12
𮪥,15
𮪦,11
𮪧,14
𮪨,14
𮪩,15
𮪪,16
𮪫,16
𮪬,16
𮪭,17
𮪮,17
𮪯,17
𮪰,17
𮪱,18
𮪲,18
𮪳,19
𮪴,20
𮪵,22
𮪶,23
𮪷,23
𮪸,14
𮪹,15
𮪺,18
𮪻,21
𮪼,20
𮪽,14
𮪾,14
𮪿,14
𮫀,15
𮫁,15
𮫂,15
𮫃,16
𮫄,16
𮫅,16
𮫆,17
𮫇,17
𮫈,17
𮫉,18
𮫊,18
𮫋,18
𮫌,18
𮫍,19
𮫎,19
𮫏,20
𮫐,22
𮫑,22
𮫒,23
𮫓,26
𮫔,18
𮫕,20
𮫖,7
𮫗,21
𮫘,24
𮫙,12
𮫚,23
𮫛,29
𮫜,12
𮫝,14
𮫞,16
𮫟,16
𮫠,17
𮫡,18
𮫢,15
𮫣,18
𮫤,19
𮫥,20
𮫦,20
𮫧,20
𮫨,23
𮫩,26
𮫪,27
𮫫,31
𮫬,11
𮫭,10
𮫮,10
𮫯,11
𮫰,14
𮫱,15
𮫲,15
𮫳,16
𮫴,16
𮫵,17
𮫶,17
𮫷,17
𮫸,17
𮫹,17
𮫺,18
𮫻,18
𮫼,18
𮫽,18
𮫾,19
𮫿,19
𮬀,20
𮬁,20
𮬂,19
𮬃,20
𮬄,20
𮬅,20
𮬆,21
𮬇,20
𮬈,21
𮬉,20
𮬊,21
𮬋,22
𮬌,22
𮬍,22
𮬎,23
𮬏,23
𮬐,21
𮬑,23
𮬒,23
𮬓,25
𮬔,24
𮬕,24
𮬖,26
𮬗,27
𮬘,26
𮬙,28
𮬚,28
𮬛,12
𮬜,14
𮬝,14
𮬞,15
𮬟,16
𮬠,16
𮬡,17
𮬢,18
𮬣,19
𮬤,23
𮬥,13
𮬦,14
𮬧,14
𮬨,14
𮬩,14
𮬪,14
𮬫,15
𮬬,15
𮬭,15
𮬮,15
𮬯,15
𮬰,16
𮬱,16
𮬲,16
𮬳,17
𮬴,17
𮬵,17
𮬶,17
𮬷,17
𮬸,17
𮬹,18
𮬺,18
𮬻,18
𮬼,19
𮬽,19
𮬾,19
𮬿,20
𮭀,19
𮭁,19
𮭂,18
𮭃,19
𮭄,20
𮭅,20
𮭆,20
𮭇,20
𮭈,21
𮭉,21
𮭊,22
𮭋,21
𮭌,21
𮭍,21
𮭎,21
𮭏,21
𮭐,22
𮭑,22
𮭒,22
𮭓,22
𮭔,22
𮭕,22
𮭖,23
𮭗,24
𮭘,24
𮭙,25
𮭚,25
𮭛,26
𮭜,26
𮭝,27
𮭞,27
𮭟,29
𮭠,33
𮭡,9
𮭢,9
𮭣,9
𮭤,10
𮭥,11
𮭦,12
𮭧,12
𮭨,15
𮭩,15
𮭪,16
𮭫,16
𮭬,18
𮭭,19
𮭮,19
𮭯,20
𮭰,11
𮭱,11
𮭲,14
𮭳,16
𮭴,17
𮭵,18
𮭶,18
𮭷,18
𮭸,20
𮭹,18
𮭺,21
𮭻,16
𮭼,19
𮭽,19
𮭾,20
𮭿,21
𮮀,21
𮮁,22
𮮂,27
𮮃,9
𮮄,11
𮮅,11
𮮆,12
𮮇,13
𮮈,15
𮮉,15
𮮊,15
𮮋,18
𮮌,23
𮮍,30
𮮎,32
𮮏,16
𮮐,11
𮮑,10
𮮒,18
𮮓,24
𮮔,16
𮮕,15
𮮖,17
𮮗,17
𮮘,17
𮮙,20
𮮚,20
𮮛,20
𮮜,20
𮮝,23
𮮞,26
𮮟,26
𮮠,11
𮮡,14
𮮢,17
𮮣,14
𮮤,20
𮮥,16
𮮦,13
𮮧,18
𮮨,19
𮮩,20
𮮪,25
𮮫,25
𮮬,17
𮮭,18
𮮮,21
𮮯,25
𮮰,13
𮮱,14
𮮲,13
𮮳,11
𮮴,13
𮮵,17
𮮶,17
𮮷,20
𮮸,26
𮮹,31
𮮺,14
𮮻,14
𮮼,15
𮮽,13
𮮾,14
𮮿,18
𮯀,19
𮯁,19
𮯂,20
𮯃,17
𮯄,21
𮯅,18
𮯆,21
𮯇,19
𮯈,20
𮯉,23
𮯊,23
𮯋,21
𮯌,21
𮯍,23
𮯎,21
𮯏,25
𮯐,25
𮯑,26
𮯒,26
𮯓,26
𮯔,27
𮯕,27
𮯖,26
𮯗,28
𮯘,32
𮯙,13
𮯚,22
𮯛,20
𮯜,22
𮯝,17
𮯞,17
𮯟,16
𮯠,25
丽,8
丸,3
乁,1
𠄢,7
你,7
侮,8
侻,9
倂,10
偺,11
備,13
僧,13
像,14
㒞,17
𠘺,6
免,7
兔,8
兤,20
具,8
𠔜,10
㒹,20
內,4
再,6
𠕋,6
冗,4
冤,10
仌,4
冬,5
况,7
𩇟,17
凵,2
刃,3
㓟,7
刻,8
剆,9
割,12
剷,13
㔕,6
勇,9
勉,9
勤,12
勺,3
包,5
匆,5
北,5
卉,6
卑,9
博,12
即,8
卽,9
卿,11
卿,11
卿,12
𠨬,4
灰,6
及,3
叟,7
𠭣,11
叫,5
叱,5
吆,6
咞,7
吸,6
呈,7
周,8
咢,9
哶,10
唐,10
啓,11
啣,11
善,12
善,12
喙,12
喫,12
喳,12
嗂,13
圖,13
嘆,13
圗,14
噑,15
噴,16
切,5
壮,6
城,10
埴,11
堍,11
型,11
堲,12
報,13
墬,15
𡓤,18
売,7
壷,13
夆,7
多,6
夢,13
奢,12
𡚨,5
𡛪,9
姬,10
娛,10
娧,10
姘,11
婦,11
㛮,12
㛼,10
嬈,14
嬾,19
嬾,19
𡧈,6
寃,11
寘,13
寧,14
寳,19
𡬘,24
寿,7
将,10
当,6
尢,3
㞁,9
屠,12
屮,3
峀,8
岍,9
𡷤,10
嵃,12
𡷦,12
嵮,13
嵫,12
嵼,14
巡,6
巢,13
㠯,5
巽,12
帨,10
帽,12
幩,16
㡢,16
𢆃,25
㡼,9
庰,11
庳,10
庶,11
廊,13
𪎒,14
廾,4
𢌱,6
𢌱,7
舁,9
弢,8
弢,8
㣇,8
𣊸,16
𦇚,22
形,9
彫,11
㣣,10
徚,11
忍,7
志,7
忹,7
悁,9
㤺,9
㤜,9
悔,9
𢛔,12
惇,12
慈,13
慌,12
慎,13
慌,12
慺,14
憎,14
憲,16
憤,16
憯,15
懞,17
懲,18
懶,19
成,7
戛,11
扝,6
抱,8
拔,8
捐,9
𢬌,9
挽,10
拼,11
捨,11
掃,11
揤,12
𢯱,12
搢,13
揅,15
掩,13
㨮,14
摩,15
摾,15
撝,15
摷,16
㩬,18
敏,10
敬,12
𣀊,17
旣,11
書,10
晉,11
㬙,13
暑,13
㬈,14
㫤,9
冒,9
冕,11
最,12
暜,14
肭,8
䏙,8
朗,11
望,11
朡,13
杞,7
杓,7
𣏃,7
㭉,8
柺,9
枅,10
桒,10
梅,10
𣑭,10
梎,11
栟,12
椔,13
㮝,13
楂,13
榣,14
槪,15
檨,16
𣚣,15
櫛,19
㰘,22
次,6
𣢧,12
歔,15
㱎,24
歲,14
殟,13
殺,10
殻,11
𣪍,12
𡴋,8
𣫺,14
汎,6
𣲼,7
沿,8
泍,8
汧,9
洖,10
派,9
海,9
流,10
浩,10
浸,10
涅,10
𣴞,10
洴,11
港,12
湮,12
㴳,13
滋,12
滇,13
𣻑,13
淹,13
潮,15
𣽞,15
𣾎,15
濆,16
瀹,16
瀞,17
瀛,20
㶖,21
灊,21
災,8
灷,8
炭,9
𠔥,12
煅,13
𤉣,13
熜,15
𤎫,16
爨,29
爵,17
牐,11
𤘈,10
犀,11
犕,14
𤜵,9
𤠔,12
獺,19
王,4
㺬,7
玥,8
㺸,9
㺸,10
瑇,12
瑜,13
瑱,14
璅,17
瓊,19
㼛,10
甤,12
𤰶,9
甾,9
𤲒,11
異,11
𢆟,13
瘐,11
𤾡,14
𤾸,20
𥁄,8
㿼,11
䀈,16
直,8
𥃳,8
𥃲,9
𥄙,9
𥄳,10
眞,9
真,10
真,10
睊,11
䀹,12
瞋,15
䁆,15
䂖,6
𥐝,8
硎,13
碌,13
磌,15
䃣,17
